Geneid	RNA_1196Y_1	RNA_1196Y_2	RNA_1199Y_1	RNA_1199Y_2	1196Y_1	1196Y_2	1199Y_1	1199Y_2
ENSRNA049447883	0	0	0	0	0	0	0	0
Os04g0412700	0	0	2	2	1	0	0	2
Os04g0412800	0	0	0	1	0	0	0	0
Os04g0412900	80	68	65	70	0	12	0	0
Os04g0413000	686	755	392	365	24	21	43	17
Os04g0413100	5	1	6	12	0	0	0	0
Os04g0413200	0	0	0	1	0	0	0	0
Os04g0413301	0	0	0	0	0	0	0	0
Os04g0413500	3	0	0	0	1	7	12	5
Os04g0413600	882	1326	1179	842	263	441	513	341
Os04g0413900	78	92	120	104	0	0	6	0
Os04g0414000	33	62	12	12	1	26	0	0
Os04g0414100	1222	1340	1182	1404	322	232	332	350
Os04g0414250	0	0	0	0	0	0	0	0
Os04g0414300	136	172	60	80	4	12	4	6
Os04g0414500	2	6	3	46	0	33	16	32
Os04g0414700	28185	10769	37067	47451	3809	4947	17685	10975
Os04g0414800	30	21	20	18	0	0	0	0
Os04g0414850	0	0	0	0	0	0	0	0
Os04g0415000	54	79	138	277	52	0	10	89
Os04g0415100	0	0	0	0	2	0	2	0
Os04g0415200	81	125	56	78	116	56	90	47
Os04g0415401	0	0	0	0	0	0	0	0
Os04g0415600	91	54	41	61	0	7	0	0
Os04g0415800	0	0	0	0	1	4	0	0
Os04g0415900	0	0	0	0	0	0	0	1
Os04g0416000	1516	1569	1070	1052	249	318	129	178
Os04g0416100	61	89	38	31	0	0	25	24
Os04g0416400	296	323	124	198	4	4	0	1
Os04g0416450	13	28	10	11	0	0	0	0
Os04g0416500	7	13	4	3	0	0	0	0
Os04g0416700	298	276	218	110	229	76	390	177
Os04g0416900	36	27	15	28	27	0	19	0
Os04g0417000	0	0	0	1	0	0	0	0
Os04g0417600	76	82	32	79	28	98	50	12
Os04g0417800	711	644	555	362	254	154	393	574
Os04g0418000	839	943	608	569	745	678	936	679
Os04g0418100	1	0	4	13	0	0	0	0
Os04g0418300	2	1	0	2	0	0	1	1
Os04g0418500	494	525	172	190	395	699	1258	592
Os04g0418600	0	0	0	0	0	0	0	0
Os04g0418800	1	4	0	0	0	0	0	1
Os04g0419100	0	1	0	1	0	2	12	0
Os04g0419200	63	41	23	35	0	0	0	0
Os04g0419400	2	5	0	1	0	0	0	0
Os04g0419550	77	63	73	54	0	8	29	129
Os04g0419600	1	2	2	8	0	5	2	1
Os04g0419700	4	0	1	0	0	0	35	0
Os04g0419750	0	0	0	0	0	0	0	0
Os04g0419800	46	75	25	39	2	0	0	1
Os04g0419900	0	0	0	0	0	0	0	0
Os04g0420033	22	15	49	24	11	0	64	108
Os04g0420166	0	0	0	0	0	0	0	0
Os04g0420300	36	26	34	27	30	42	42	48
Os04g0420500	6	13	14	5	0	0	0	0
Os04g0420600	0	0	0	0	0	0	0	0
Os04g0420700	0	0	1	0	0	0	0	0
Os04g0420801	0	2	0	0	0	0	0	0
Os04g0420900	0	0	0	0	0	0	0	0
Os04g0421700	369	339	289	324	88	72	107	104
Os04g0421800	706	883	696	707	71	185	185	118
Os04g0421850	160	154	122	115	3	25	51	1
Os04g0421900	1791	1858	1077	1219	867	777	900	797
Os04g0422000	1940	1780	1860	2040	91	21	136	45
Os04g0422200	0	0	0	0	0	0	0	0
Os04g0422300	0	0	0	0	0	0	0	0
Os04g0422500	0	0	0	0	0	0	0	2
Os04g0422600	117	52	67	27	51	77	0	25
Os04g0422700	0	0	0	0	0	0	0	0
Os04g0422900	53	28	53	73	0	0	0	0
Os04g0422950	4	3	7	3	0	0	0	0
Os04g0423100	8	1	7	15	0	0	13	0
Os04g0423200	3	7	42	54	0	12	25	27
Os04g0423400	137	117	155	153	488	333	837	485
Os04g0423600	4890	5223	4537	3190	4667	5422	7515	4618
Os04g0423700	392	452	286	252	68	166	132	169
Os04g0423800	0	0	1	0	0	0	0	0
Os04g0424200	133	180	72	106	0	0	2	2
Os04g0425100	45	78	53	26	0	2	0	0
Os04g0425800	0	0	0	0	0	0	0	0
Os04g0428300	0	0	0	0	0	6	0	0
Os04g0428500	0	0	0	0	0	0	0	0
Os04g0428900	128	160	190	203	35	0	0	33
Os04g0428950	865	844	874	1001	58	216	152	178
Os04g0429050	0	1	0	0	0	0	2	0
Os04g0429100	514	575	454	512	18	93	112	117
Os04g0429200	460	477	398	377	99	163	136	88
Os04g0429300	0	0	0	0	0	0	0	0
Os04g0429400	0	0	0	0	0	0	0	2
Os04g0429450	0	0	0	0	0	0	0	0
Os04g0429500	0	1	0	0	0	0	0	0
Os04g0429600	20	73	27	7	0	0	12	1
Os04g0429800	0	9	0	1	0	0	0	0
Os04g0429850	0	0	0	0	0	0	0	0
Os04g0429900	131	114	152	111	0	0	0	0
Os04g0430000	53	95	40	53	53	160	99	94
Os04g0430100	7	8	5	9	2	0	19	27
Os04g0430150	0	0	0	0	0	0	0	0
Os04g0430200	38	20	17	30	17	34	12	2
Os04g0430400	2	7	2	3	0	0	0	2
Os04g0430600	15	74	18	15	22	19	30	4
Os04g0430700	132	123	173	440	12	24	74	43
Os04g0430800	241	258	268	263	259	335	276	224
Os04g0430900	0	0	0	0	0	0	0	0
Os04g0430950	1275	1269	826	937	181	269	373	260
Os04g0431000	193	280	170	175	0	0	0	0
Os04g0431100	1955	2538	1998	1776	579	713	803	484
Os04g0431200	884	962	856	1039	164	204	294	194
Os04g0431300	1232	1501	652	595	266	145	337	64
Os04g0431700	0	0	22	14	0	0	26	0
Os04g0431800	196	209	111	155	21	20	34	16
Os04g0432000	1608	1058	184	406	299	228	109	36
Os04g0432100	0	9	0	0	0	0	0	0
Os04g0432200	246	268	174	190	0	7	32	0
Os04g0432250	245	239	149	183	57	19	23	0
Os04g0432300	1	9	1	0	0	0	0	0
Os04g0432400	1100	890	854	968	381	493	665	403
Os04g0432500	622	678	529	565	306	553	412	299
Os04g0432600	1157	1240	914	818	128	203	288	204
Os04g0432800	92	116	70	74	20	25	87	53
Os04g0433000	0	4	0	0	0	0	0	0
Os04g0433100	0	0	0	2	0	0	0	0
Os04g0433200	253	216	215	219	5	12	117	42
Os04g0433300	2	1	7	1	0	0	0	0
Os04g0433600	747	611	445	555	404	351	352	403
Os04g0433800	174	233	94	77	15	0	71	62
Os04g0433900	0	2	0	0	2	0	0	0
Os04g0434300	645	781	543	435	107	225	156	259
Os04g0434400	0	0	0	0	0	0	0	0
Os04g0434500	2	0	0	2	0	2	0	0
Os04g0434600	117	93	63	73	43	93	40	49
Os04g0434800	309	328	491	250	201	322	207	190
Os04g0434900	322	298	188	251	24	32	28	18
Os04g0435000	0	0	0	0	0	0	0	0
Os04g0435100	25	84	41	10	40	0	22	13
Os04g0435200	0	1	0	0	0	0	0	0
Os04g0435300	107	125	62	90	7	16	5	17
Os04g0435325	0	0	0	0	0	0	0	0
Os04g0435475	0	0	0	0	0	0	0	0
Os04g0435500	340	320	110	138	151	313	233	88
Os04g0435700	1909	2105	2083	2218	322	339	510	285
Os04g0436000	2	6	3	4	0	0	9	0
Os04g0436100	560	504	457	481	68	27	26	17
Os04g0436300	195	263	138	138	3	11	8	1
Os04g0436400	233	294	196	235	12	1	0	0
Os04g0436700	0	0	0	0	0	0	0	0
Os04g0436800	356	414	312	291	40	119	86	108
Os04g0436900	62	79	64	81	0	24	0	25
Os04g0437000	0	0	0	0	0	0	0	0
Os04g0437300	3	0	1	4	0	27	0	0
Os04g0437500	5	0	15	7	0	0	10	0
Os04g0437600	2684	2868	2367	2660	459	544	1232	951
Os04g0437700	2	0	0	0	0	0	0	0
Os04g0438101	0	0	0	0	0	0	0	0
Os04g0438200	0	0	0	0	0	0	0	0
Os04g0438300	778	1240	1014	655	372	452	388	503
Os04g0438400	102	111	93	103	1	41	0	0
Os04g0438500	863	1082	680	904	385	616	543	345
Os04g0438600	1431	922	530	1073	168	327	128	189
Os04g0438700	264	332	203	279	24	1	91	105
Os04g0438900	2	6	3	2	2	0	37	0
Os04g0439100	838	796	789	1681	283	415	524	366
Os04g0439200	0	0	0	0	0	0	0	0
Os04g0439300	124	124	135	117	12	45	20	22
Os04g0439400	172	136	131	135	56	9	24	52
Os04g0439600	7	11	1	3	0	4	0	4
Os04g0439900	3626	4272	3874	3297	700	809	971	783
Os04g0440000	610	624	567	695	134	67	149	49
Os04g0440100	1480	1611	1425	1344	150	133	271	369
Os04g0440300	16	21	23	16	10	0	17	3
Os04g0440400	0	0	0	0	0	0	0	0
Os04g0441600	0	0	0	0	0	0	2	3
Os04g0441700	0	0	0	0	0	0	0	0
Os04g0441800	29	20	7	1	43	58	20	0
Os04g0441900	1876	1655	2444	3049	769	1121	2263	2228
Os04g0442000	747	902	684	770	158	217	371	306
Os04g0442050	0	0	0	0	0	0	0	0
Os04g0442100	261	307	289	292	2	26	94	76
Os04g0442200	245	399	327	188	41	89	241	163
Os04g0442300	211	446	136	115	106	188	129	134
Os04g0442700	25	28	29	33	0	0	0	0
Os04g0442800	1182	1067	861	1016	5	0	2	25
Os04g0443000	69	80	62	120	10	32	34	0
Os04g0443200	39	60	46	39	20	0	0	35
Os04g0443300	0	0	0	0	0	0	0	0
Os04g0443400	0	0	0	0	0	0	0	0
ENSRNA049447937	0	0	0	0	63	23	21	1
Os04g0443500	730	929	677	601	240	183	308	423
Os04g0443700	110	105	89	72	0	2	47	24
Os04g0443750	0	0	0	0	0	0	4	0
Os04g0443801	342	328	272	314	33	2	6	53
Os04g0443850	0	0	0	0	0	0	0	0
Os04g0443900	10340	10923	9316	9738	2304	2825	3886	2774
Os04g0443951	25	17	9	9	18	0	0	0
Os04g0444100	0	0	0	0	0	0	0	0
Os04g0444050	0	0	0	0	0	0	0	0
Os04g0444200	1882	1716	1500	1874	722	607	808	771
Os04g0444300	0	0	0	0	0	0	0	0
Os04g0444400	0	0	0	0	2	1	0	14
Os04g0444600	750	1013	571	643	348	359	495	382
Os04g0444800	238	244	728	670	38	81	386	127
Os04g0444900	137	177	131	99	4	43	36	35
Os04g0445000	0	0	0	0	0	0	2	0
Os04g0445100	0	0	0	2	0	0	0	0
Os04g0445150	0	0	0	0	0	0	0	0
Os04g0445200	4681	4438	3196	2897	143	219	236	310
Os04g0445300	0	0	0	0	0	0	0	0
Os04g0445400	65	71	47	55	35	25	0	24
ENSRNA049448355	0	0	0	0	2	0	0	0
Os04g0445600	149	144	101	156	33	48	0	23
Os04g0445700	1788	2161	2680	1754	585	497	617	593
Os04g0445800	260	251	300	302	114	86	256	104
Os04g0445900	0	1	0	0	0	0	0	0
Os04g0446000	7	11	2	9	0	0	0	1
Os04g0446050	0	0	0	0	0	0	0	0
Os04g0446100	0	0	0	0	0	0	0	0
Os04g0446200	230	241	269	296	39	78	75	40
Os04g0446300	538	658	381	437	110	217	333	74
Os04g0446401	69	50	51	61	0	0	0	0
Os04g0446500	577	713	759	595	115	258	400	317
Os04g0446600	0	0	0	0	0	0	0	0
Os04g0446700	175	137	125	156	0	0	0	1
Os04g0446750	0	0	0	0	0	0	0	0
Os04g0447100	99	148	95	97	115	198	533	238
Os04g0447166	0	0	0	0	0	0	0	0
Os04g0447300	0	0	0	0	0	0	0	0
Os04g0447400	0	0	0	0	0	0	0	0
Os04g0447500	66	84	73	62	0	0	10	0
Os04g0447533	0	0	0	0	0	0	0	0
Os04g0447600	1	0	0	0	0	4	0	0
Os04g0447566	0	0	0	0	0	0	0	0
Os04g0447700	11	16	8	0	10	0	12	3
Os04g0447650	0	0	0	0	0	0	0	0
Os04g0447800	1	2	6	6	0	0	0	0
Os04g0447900	0	0	0	0	0	0	0	0
Os04g0447950	13	5	20	5	24	0	0	0
Os04g0448000	0	0	2	0	0	0	0	0
Os04g0448100	14	10	13	5	0	0	35	18
Os04g0448200	591	631	608	617	115	148	362	230
Os04g0448300	75	87	87	284	87	40	22	0
Os04g0448500	0	0	0	0	0	0	0	0
Os04g0448550	0	0	0	0	0	0	0	0
Os04g0448600	893	1271	1038	760	147	192	569	106
Os04g0448700	1	0	1	2	0	0	0	0
Os04g0448800	276	405	511	396	1918	2363	1021	3821
Os04g0448900	17531	24018	20589	10917	12708	12039	16706	10297
Os04g0448950	0	0	0	0	0	0	0	0
Os04g0449000	78	69	87	100	0	15	0	15
Os04g0449100	1	0	0	4	0	0	0	0
Os04g0449200	0	1	0	0	0	0	0	0
Os04g0449300	0	0	0	0	0	0	0	0
Os04g0449400	28	24	15	5	0	0	0	0
Os04g0449450	224	181	94	103	4	32	13	13
Os04g0449500	8	8	2	5	0	0	0	0
Os04g0449700	0	0	0	0	0	0	0	0
Os04g0449900	2036	2072	2341	3294	388	518	685	447
Os04g0450000	0	0	1	2	22	0	0	0
Os04g0450100	174	275	96	126	22	102	110	27
Os04g0450150	20	18	12	1	0	0	0	0
Os04g0450200	66	84	51	27	9	1	19	0
Os04g0450250	3	0	3	0	0	0	0	0
Os04g0450300	9	18	8	11	0	0	12	0
Os04g0450400	39	43	29	35	0	12	65	10
Os04g0450500	25	48	33	28	0	0	29	0
Os04g0450600	7	14	4	10	0	1	4	0
Os04g0450701	0	1	0	2	0	0	0	0
Os04g0450800	355	393	372	472	39	68	0	2
Os04g0450825	0	0	0	0	0	0	0	0
Os04g0450850	0	0	0	0	0	0	0	0
Os04g0450900	0	0	0	0	0	0	0	0
Os04g0451000	0	0	0	0	0	0	0	0
Os04g0451100	340	298	241	229	35	1	27	21
Os04g0451200	240	194	465	490	51	46	132	132
Os04g0451700	89	74	129	168	0	2	0	0
Os04g0452000	676	700	424	488	258	387	356	457
Os04g0452100	2980	2317	3028	3677	449	434	1716	946
Os04g0452300	65	77	88	62	11	0	0	0
Os04g0452400	415	529	385	505	75	189	173	64
Os04g0452500	9	11	14	14	0	0	128	0
Os04g0452600	2	0	2	0	0	14	6	0
Os04g0452650	0	0	0	0	0	0	0	0
Os04g0452700	16	22	101	125	12	10	42	15
Os04g0453200	54	84	102	44	29	35	24	51
Os04g0453233	3	4	2	2	1	0	0	0
Os04g0453266	0	0	0	0	0	0	0	0
Os04g0453300	0	0	0	0	0	0	0	0
Os04g0453400	608	693	369	237	35	2	100	89
Os04g0453450	0	0	0	0	0	0	0	0
Os04g0453500	20	13	9	3	0	2	0	32
Os04g0453700	0	0	0	0	0	0	0	0
Os04g0453950	0	0	0	0	0	0	0	0
Os04g0454200	18	97	0	7	0	11	0	0
Os04g0454250	0	0	0	0	0	0	0	0
Os04g0454600	331	343	222	186	17	65	0	1
Os04g0454900	5	4	12	6	6	1	0	79
Os04g0455200	0	0	0	0	0	0	0	0
Os04g0455401	278	376	199	195	21	0	0	0
Os04g0455600	25	24	19	37	8	0	10	12
Os04g0455650	0	0	0	0	0	0	0	0
Os04g0455700	60	68	112	160	10	0	39	40
Os04g0455800	1337	1095	961	1222	268	224	249	87
Os04g0455900	444	443	344	402	37	35	13	91
Os04g0456100	15	23	18	13	0	0	0	0
Os04g0456200	5	4	4	8	0	0	0	7
Os04g0456300	3	9	1	5	0	0	0	0
Os04g0456700	494	882	324	650	142	198	94	60
Os04g0456900	3	11	1	4	0	0	0	0
Os04g0457000	6792	3015	7537	9268	751	1032	161	382
Os04g0457100	0	0	0	0	0	5	0	0
Os04g0457200	107	125	103	115	70	98	173	113
Os04g0457300	1	0	0	0	0	0	0	0
Os04g0457400	62	63	92	53	45	18	79	79
Os04g0457500	359	558	282	398	79	113	154	44
ENSRNA049447951	0	0	0	0	0	0	0	0
Os04g0457700	0	0	0	0	0	27	0	0
Os04g0457800	1672	1940	1286	1220	363	397	613	473
Os04g0458000	56	35	14	21	0	0	0	0
Os04g0458200	0	0	0	2	0	0	0	0
Os04g0458250	0	0	0	0	0	0	0	0
Os04g0458300	219	145	296	354	20	16	35	74
Os04g0458400	0	0	0	0	0	0	0	0
Os04g0458600	2	0	9	30	5	1	9	0
Os04g0458800	0	0	0	0	2	0	0	0
Os04g0458900	0	0	0	0	0	25	2	3
Os04g0459000	0	0	0	0	0	2	0	3
Os04g0459200	369	240	197	250	20	22	60	17
Os04g0459500	32169	21154	51066	48431	9369	7536	13223	9695
Os04g0459600	299	303	226	308	38	121	40	34
Os04g0459700	400	467	350	291	219	170	161	85
Os04g0459800	107	163	139	114	93	94	99	102
Os04g0459900	1006	1195	1083	1076	437	302	479	246
Os04g0460050	0	0	1	0	0	0	0	0
Os04g0460200	0	0	0	0	1	0	0	0
Os04g0460300	3	4	16	55	0	0	23	0
Os04g0460350	70	51	85	63	0	0	24	0
Os04g0460400	0	0	0	0	0	0	0	0
Os04g0460500	239	227	168	217	0	35	32	19
Os04g0460600	23	33	49	107	25	13	30	0
ENSRNA049447972	0	0	0	0	0	0	0	0
Os04g0461000	0	0	0	0	0	0	0	0
Os04g0461050	0	0	0	0	0	0	0	0
Os04g0461100	3493	3970	3425	2882	367	545	569	478
Os04g0461300	0	2	1	0	0	20	0	0
Os04g0461400	45	109	45	56	10	5	18	15
Os04g0461600	149	151	192	292	12	14	166	39
Os04g0461750	3	2	1	1	0	0	0	0
Os04g0461800	2	0	0	0	0	0	2	0
Os04g0461900	0	5	0	0	0	0	0	0
Os04g0462200	28	131	5	5	1	0	0	5
Os04g0462300	473	717	322	313	362	266	126	166
Os04g0462400	0	0	0	0	0	0	2	0
Os04g0462500	139	87	103	198	0	0	29	0
Os04g0462550	0	0	0	0	0	0	0	0
Os04g0462600	63	82	36	21	0	0	0	0
Os04g0462800	55	51	33	35	0	25	9	0
Os04g0462900	1318	2080	1111	916	139	120	119	24
Os04g0463000	3	2	1	2	0	0	6	0
Os04g0463100	595	555	461	601	0	0	2	0
Os04g0463200	1360	1253	1246	1234	146	138	333	259
Os04g0463300	79	110	96	72	30	7	21	0
Os04g0463400	0	0	0	0	0	0	0	0
Os04g0463500	512	619	350	371	619	827	1130	984
Os04g0463600	737	737	651	656	70	284	404	350
Os04g0463700	785	817	635	653	248	496	360	113
Os04g0463800	252	321	126	123	24	34	81	21
Os04g0463900	0	0	0	0	0	0	0	0
Os04g0464100	4	1	0	0	0	0	0	0
Os04g0464200	222	253	158	239	95	40	190	108
Os04g0464300	0	0	0	0	0	0	0	0
Os04g0464400	0	0	0	0	0	0	0	0
Os04g0464500	762	839	605	600	954	764	1125	1103
Os04g0464600	51	70	27	53	0	0	2	0
Os04g0464800	961	1379	937	914	604	529	525	421
Os04g0464850	0	0	2	0	0	0	0	0
Os04g0464966	83	86	50	98	14	97	76	175
Os04g0465000	406	456	438	484	157	118	193	107
Os04g0465100	4	3	1	8	0	0	0	0
Os04g0465300	0	0	0	0	0	0	0	0
Os04g0465432	86	86	118	105	0	0	2	0
Os04g0465500	597	545	614	589	113	178	192	72
Os04g0465600	3	0	0	0	0	0	90	73
Os04g0465700	103	98	42	62	29	40	60	22
Os04g0465750	0	0	0	0	0	0	0	0
Os04g0465800	151	120	102	134	19	69	92	1
Os04g0465900	9	10	3	4	0	2	0	0
Os04g0466000	5	12	9	11	0	0	0	0
Os04g0466100	1003	1156	927	831	143	65	78	71
Os04g0466600	574	677	265	295	83	92	74	2
Os04g0466700	546	599	521	432	99	169	96	159
Os04g0467000	0	0	0	0	0	0	0	0
Os04g0467100	301	479	280	315	132	442	321	395
Os04g0467300	1	1	2	0	0	0	0	0
Os04g0467400	435	481	387	379	13	95	173	134
Os04g0467700	2099	2359	1998	1767	1098	1126	1264	919
Os04g0467800	257	314	178	198	87	60	93	86
Os04g0467901	5	1	0	1	0	0	0	0
Os04g0468000	0	0	0	0	0	2	2	0
Os04g0468600	46	20	52	75	0	13	0	41
Os04g0469000	50	32	19	222	0	157	241	140
Os04g0469300	0	2	12	31	0	0	0	0
Os04g0469400	283	426	321	198	156	264	282	190
Os04g0469425	87	109	89	69	5	0	0	0
Os04g0469500	155	257	115	65	156	118	56	89
ENSRNA049448338	0	0	0	0	0	0	0	0
Os04g0469700	147	204	173	123	0	0	13	0
Os04g0469800	0	0	0	0	0	0	0	0
Os04g0470100	506	502	586	621	95	205	87	238
Os04g0470150	144	138	138	105	0	0	10	11
Os04g0470300	130	169	149	117	9	34	87	41
Os04g0470500	10	29	17	11	5	2	6	0
Os04g0470600	3	10	9	3	0	0	0	0
Os04g0470650	0	0	0	0	0	0	0	0
Os04g0470700	139	192	146	100	0	2	12	5
Os04g0470801	0	0	0	0	0	0	0	0
Os04g0470901	38	94	21	2	0	0	0	0
Os04g0471000	0	0	0	0	0	0	0	1
Os04g0471100	0	0	0	0	0	0	0	0
Os04g0471300	152	160	116	115	25	55	153	62
Os04g0471400	1062	1396	715	821	467	370	662	568
Os04g0471700	18	28	15	8	0	51	0	28
Os04g0472100	0	0	0	0	0	0	0	0
Os04g0472200	0	0	0	0	0	0	0	0
Os04g0472300	4	10	5	8	0	0	0	0
Os04g0472333	0	0	0	0	0	0	0	0
Os04g0472400	201	209	134	151	37	21	37	30
Os04g0472500	9	10	4	2	30	0	14	2
Os04g0472700	0	1	1	9	0	0	0	16
ENSRNA049448329	0	0	0	0	29	2	33	24
Os04g0472900	15	29	25	16	0	2	0	19
ENSRNA049473712	0	0	0	0	19	67	18	31
ENSRNA049473675	1	0	0	0	4	28	15	41
Os04g0473025	0	0	0	0	27	10	70	33
Os04g0473150	0	0	0	0	0	0	0	0
Os04g0473400	1141	1540	1204	1037	327	457	773	423
Os04g0473800	0	0	0	0	0	0	0	0
Os04g0473900	25	36	4	15	2	0	0	0
Os04g0474300	52	60	33	18	2	23	17	0
Os04g0474500	102	117	78	147	0	0	2	0
Os04g0474550	10	13	11	1	0	0	0	0
Os04g0474700	60	53	13	21	11	18	5	11
Os04g0474800	158	271	254	417	177	281	383	267
Os04g0474900	423	538	559	674	299	66	350	129
Os04g0475000	21	34	20	14	0	0	0	0
Os04g0475100	0	0	0	0	0	0	0	0
Os04g0475200	581	503	668	564	474	600	468	399
Os04g0475250	0	0	1	0	0	0	0	0
Os04g0475300	932	1017	764	710	22	0	2	22
Os04g0475400	1	3	0	0	0	0	0	0
Os04g0475500	443	541	424	378	198	293	229	199
Os04g0475600	66	76	38	57	19	21	0	42
Os04g0475900	0	0	0	0	0	0	0	0
Os04g0476000	184	169	174	117	36	23	24	0
Os04g0476100	430	576	425	1360	104	69	39	84
Os04g0476400	186	248	325	158	75	66	124	77
Os04g0476500	811	985	681	700	193	305	355	317
Os04g0476600	0	0	0	3	2	0	0	0
Os04g0476650	0	0	0	0	0	0	0	0
Os04g0476700	564	510	438	521	512	364	556	251
Os04g0476800	263	421	212	223	292	228	335	243
Os04g0477000	73	120	85	72	2	0	29	33
Os04g0477025	0	0	0	0	0	0	0	0
Os04g0477100	3	0	0	1	0	0	0	0
Os04g0477200	208	234	196	189	106	71	83	129
Os04g0477300	19	108	16	12	0	0	8	0
Os04g0477500	136	145	87	90	55	64	137	117
Os04g0477900	547	518	485	442	102	127	126	28
Os04g0478000	1186	1029	774	882	11	2	9	0
Os04g0478600	48	91	55	56	25	0	7	0
Os04g0478800	0	0	0	0	0	0	0	0
Os04g0479000	2	3	8	9	0	2	0	21
Os04g0479100	324	409	358	386	122	34	162	94
Os04g0479200	278	368	278	272	138	203	289	92
Os04g0479300	317	318	260	252	21	23	81	5
Os04g0479500	207	335	226	191	105	44	44	16
Os04g0479550	24	25	17	9	0	0	0	0
Os04g0479700	235	256	244	174	0	0	6	0
Os04g0479800	154	189	143	154	46	35	8	33
Os04g0479900	4	0	1	3	0	0	0	0
Os04g0480050	61	57	60	41	0	0	0	0
Os04g0480100	738	708	793	730	176	249	363	179
Os04g0480200	8	13	22	8	0	0	51	0
Os04g0480300	659	688	681	696	145	61	181	92
Os04g0480400	177	236	185	188	72	13	94	54
Os04g0480500	43	36	38	66	0	1	0	17
Os04g0480600	0	0	0	0	0	0	0	0
Os04g0480650	0	0	0	0	0	0	0	0
Os04g0480700	0	0	0	0	0	0	0	0
Os04g0480801	0	0	0	0	0	0	0	0
Os04g0480802	0	0	0	0	0	0	0	0
Os04g0480900	1	6	3	1	0	0	0	0
Os04g0481000	15	31	8	16	22	0	14	25
Os04g0481200	0	0	0	0	0	0	0	0
Os04g0481050	0	0	0	0	0	0	0	0
Os04g0481100	461	247	708	1151	65	41	265	178
Os04g0481300	650	726	478	568	142	196	124	31
Os04g0481400	541	483	294	330	13	59	0	56
Os04g0481500	1	1	0	5	12	0	0	0
Os04g0481550	0	2	0	1	0	0	0	0
Os04g0481600	0	0	1	0	0	0	0	0
Os04g0481700	0	0	0	0	0	0	0	0
Os04g0481800	1	0	1	5	0	0	0	1
Os04g0481900	1	6	1	2	0	0	0	0
Os04g0482000	1341	2275	1146	893	461	358	440	271
Os04g0482100	4	8	14	8	10	0	0	0
Os04g0482300	811	492	492	666	81	59	51	97
Os04g0482600	0	0	0	0	0	0	0	0
Os04g0482700	111	127	134	126	63	84	84	0
Os04g0482800	1221	1501	1023	1183	369	625	842	745
Os04g0482900	1084	1055	810	804	105	207	157	168
Os04g0482950	0	0	0	0	0	0	4	0
Os04g0483000	0	0	0	0	0	0	0	0
Os04g0483200	529	586	442	356	86	189	209	189
Os04g0483400	274	304	204	251	51	119	206	90
Os04g0483450	0	0	0	0	3	0	0	0
Os04g0483500	63	65	71	57	0	0	0	62
Os04g0483550	0	0	0	0	0	0	0	0
Os04g0483600	1015	1148	924	937	107	211	249	211
Os04g0484300	0	0	0	0	0	0	0	0
Os04g0484800	39	46	31	43	0	0	0	0
Os04g0484850	0	0	0	0	0	0	0	0
Os04g0484900	321	420	397	297	404	462	261	312
Os04g0485000	650	882	449	433	472	536	798	347
Os04g0485100	492	476	442	492	68	192	183	128
Os04g0485200	273	311	305	353	45	40	123	21
Os04g0485300	3158	3078	2659	3355	569	1027	1442	1035
Os04g0485400	168	225	165	122	85	51	39	6
Os04g0485500	0	0	0	0	0	0	0	0
Os04g0485601	0	0	0	0	0	0	0	0
Os04g0485700	34	33	22	23	0	0	0	0
Os04g0485800	475	674	417	465	173	337	98	191
Os04g0486300	2	3	7	2	0	0	0	14
Os04g0486350	0	0	0	0	0	0	0	0
Os04g0486400	67	84	59	88	0	1	0	0
Os04g0486500	4	10	4	4	24	0	0	0
Os04g0486600	5254	5521	2473	2071	3604	3344	2568	2097
Os04g0486800	18	37	9	4	0	18	1	0
Os04g0486900	223	257	159	170	19	2	24	17
Os04g0486950	5	21	1	7	0	43	17	23
Os04g0487000	0	0	98	99	0	0	0	0
Os04g0487100	85	130	172	148	21	14	85	28
Os04g0487200	1426	1266	850	941	389	347	671	551
Os04g0487300	192	263	177	148	52	24	79	16
Os04g0487400	1	2	2	3	0	0	2	0
Os04g0487550	0	0	0	0	0	0	0	2
Os04g0488000	891	933	922	1200	132	125	272	269
Os04g0488050	0	0	0	0	0	0	0	0
Os04g0488100	138	159	114	106	62	166	114	209
Os04g0488200	101	105	62	75	0	0	12	0
Os04g0488300	28	43	21	16	0	0	0	0
Os04g0488400	0	0	0	0	0	0	0	0
Os04g0488500	505	578	472	456	96	109	271	197
Os04g0488600	1325	1211	1296	1540	23	136	194	134
Os04g0488700	97	135	90	134	39	61	33	11
Os04g0488800	0	0	0	0	0	0	0	0
Os04g0489100	401	350	252	320	31	13	0	12
Os04g0489200	0	0	0	0	0	0	0	0
Os04g0489600	0	2	3	0	0	0	2	0
Os04g0489800	1	0	1	0	0	0	0	1
Os04g0489900	0	0	0	0	0	0	0	0
Os04g0490000	30	11	10	15	0	0	16	0
Os04g0490100	234	157	129	186	34	19	26	67
ENSRNA049473635	0	0	0	0	22	0	6	0
Os04g0490300	1	1	0	0	0	0	0	0
Os04g0490400	176	237	151	95	108	111	70	38
Os04g0490500	1632	1732	1996	2249	684	1197	2154	1404
Os04g0490600	173	149	92	115	0	32	114	81
Os04g0490700	355	415	281	343	159	152	167	171
Os04g0490800	5118	4781	8280	6683	2798	2885	8137	4420
Os04g0490866	22	32	29	8	0	4	31	0
