Geneid	RNA_1196Y_1	RNA_1196Y_2	RNA_1199Y_1	RNA_1199Y_2	1196Y_1	1196Y_2	1199Y_1	1199Y_2
Os03g0106850	0	0	0	0	0	0	0	0
Os03g0106900	0	0	0	0	0	0	0	0
Os03g0107000	408	566	407	462	176	219	271	149
Os03g0107100	5	1	21	21	0	0	0	0
Os03g0107300	0	0	0	0	0	0	0	0
Os03g0107400	185	220	126	144	97	129	150	54
Os03g0107500	0	0	0	3	0	0	0	0
Os03g0107600	5	6	0	0	0	0	0	0
Os03g0107700	37	30	24	127	0	56	105	117
Os03g0107800	3784	4103	2136	2581	739	942	673	812
Os03g0107850	0	0	0	0	0	0	0	0
Os03g0107900	56	55	75	66	15	28	44	36
Os03g0108000	75	93	68	65	9	15	0	0
Os03g0108200	93	120	65	50	19	16	31	63
Os03g0108300	0	0	0	0	2	0	0	11
Os03g0108400	347	315	239	233	48	55	181	79
Os03g0108500	0	0	0	0	0	0	0	0
Os03g0108600	6856	9139	6823	5477	2888	2646	3199	1955
Os03g0108700	103	152	83	87	0	0	0	0
Os03g0108800	72	72	65	93	0	2	4	2
Os03g0109000	0	0	0	0	0	0	0	4
Os03g0109300	208	49	87	143	33	87	15	54
Os03g0109400	81	91	41	74	12	0	13	0
Os03g0109450	0	0	0	0	0	0	0	0
Os03g0109500	350	532	442	381	9	42	53	26
Os03g0109600	1514	1865	1735	1634	503	490	788	471
Os03g0109650	0	0	0	0	0	0	0	0
Os03g0109700	811	842	727	822	173	365	378	296
Os03g0109800	98	98	109	86	0	0	8	17
Os03g0109900	677	640	654	625	16	0	0	0
Os03g0110300	426	386	333	371	372	215	244	209
Os03g0110400	646	750	481	488	528	386	381	260
Os03g0110500	9	3	0	9	1	0	0	1
Os03g0110600	126	139	73	84	47	60	62	73
ENSRNA049446133	0	0	0	0	0	0	0	0
Os03g0110700	1	0	0	0	0	0	0	0
Os03g0110800	6	2	6	1	0	0	10	0
Os03g0110900	2834	2962	3434	2648	590	542	920	412
Os03g0111000	2	4	0	5	0	0	0	0
Os03g0111100	565	776	534	605	190	261	345	249
Os03g0111200	6	9	1	6	0	0	2	0
Os03g0111300	0	1	0	0	0	0	0	0
Os03g0111400	8	46	4	4	39	32	4	0
Os03g0111500	274	249	342	338	11	0	121	81
Os03g0111600	225	304	200	217	232	300	269	123
Os03g0111700	264	304	138	197	18	104	2	17
Os03g0111800	643	737	625	584	152	114	99	54
Os03g0112101	689	581	326	324	592	660	607	620
Os03g0112400	614	646	365	412	130	123	227	204
Os03g0112600	137	203	105	164	59	102	138	132
Os03g0112700	532	705	383	543	362	355	378	388
Os03g0112800	129	179	99	103	54	19	46	26
Os03g0112900	0	0	0	0	2	8	2	2
Os03g0113000	0	0	0	12	0	0	0	0
Os03g0113100	386	522	341	249	165	202	84	81
Os03g0113200	0	1	0	3	0	0	0	0
Os03g0113500	7	5	9	78	21	2	4	4
ENSRNA049473850	0	0	0	0	0	0	0	0
Os03g0113700	83	91	66	38	33	5	41	3
Os03g0113750	0	0	0	0	0	0	0	0
Os03g0113800	614	568	206	256	396	350	222	139
Os03g0113900	0	0	1	0	0	0	0	0
Os03g0114000	1	2	0	0	2	0	0	0
Os03g0114100	4	0	5	6	0	0	16	0
Os03g0114200	74	95	73	72	27	60	107	96
Os03g0114300	398	439	319	443	110	169	288	265
Os03g0114400	7	8	40	27	0	0	0	30
Os03g0114550	0	0	0	0	0	0	0	0
Os03g0114800	415	290	177	270	115	272	150	112
Os03g0114900	54	68	43	35	0	0	0	0
Os03g0114950	0	0	0	0	0	0	0	0
Os03g0115000	2	1	2	0	0	0	0	0
Os03g0115100	1603	2108	1460	1503	501	287	484	366
Os03g0115200	430	540	599	700	105	156	717	267
Os03g0115300	369	412	392	312	0	60	16	78
Os03g0115350	0	0	0	1	0	0	0	0
Os03g0115400	307	271	307	378	88	47	149	104
Os03g0115500	94	208	114	84	55	0	21	16
Os03g0115700	0	0	0	0	0	0	0	0
Os03g0115800	0	0	0	0	0	0	0	0
Os03g0116000	219	322	207	144	93	166	125	71
Os03g0116300	96	128	82	82	0	2	0	13
Os03g0116316	0	0	0	0	0	0	0	0
Os03g0116333	0	0	0	0	0	0	0	0
Os03g0116366	0	0	0	0	0	0	0	0
Os03g0116400	0	9	5	3	0	25	10	22
Os03g0116500	572	879	629	623	343	403	644	543
Os03g0116600	2	6	2	7	0	0	0	0
Os03g0116700	235	223	200	332	93	47	292	156
Os03g0116800	119	101	56	64	9	0	0	0
Os03g0116850	0	0	0	0	0	0	0	0
Os03g0116900	113	131	127	139	24	16	30	0
Os03g0117000	0	0	0	0	0	0	0	0
Os03g0117100	10589	9727	13186	14705	1289	1974	4139	1770
Os03g0117200	516	459	471	507	92	83	85	47
Os03g0117300	47	30	16	15	18	0	0	0
Os03g0117800	1368	1458	1112	1096	386	691	414	365
Os03g0117900	3	3	4	4	0	0	0	3
Os03g0118100	0	0	0	0	5	16	0	0
Os03g0118200	995	426	670	1278	86	161	170	44
Os03g0118400	65	48	25	28	2	0	2	0
Os03g0118425	0	0	0	0	0	0	0	0
Os03g0118600	846	861	747	1095	45	15	87	45
Os03g0118700	0	0	0	0	0	0	0	0
Os03g0118800	168	122	146	169	39	278	187	170
Os03g0118900	209	228	163	164	135	185	158	33
Os03g0119000	265	188	157	215	24	89	107	178
Os03g0119100	10	12	6	2	0	0	0	2
Os03g0119300	312	184	25	13	93	99	105	57
Os03g0119400	0	0	0	0	0	0	0	0
Os03g0119500	2607	2715	1985	2340	890	919	1067	792
Os03g0119600	0	0	0	0	0	0	0	0
Os03g0119700	31	46	19	20	8	12	0	19
Os03g0119800	0	0	0	0	0	0	0	0
Os03g0119900	12	8	5	22	0	0	0	0
Os03g0119966	15	4	12	15	3	0	2	4
Os03g0120000	9	5	10	1	0	0	0	0
Os03g0120100	504	459	455	389	114	294	277	133
Os03g0120200	62	97	70	73	8	65	0	0
Os03g0120300	36	41	28	29	11	0	38	44
Os03g0120350	0	0	0	0	0	0	0	0
Os03g0120400	461	467	506	399	18	32	41	59
Os03g0120800	0	0	0	1	0	0	0	0
Os03g0120900	13	95	11	48	33	0	31	96
Os03g0121200	4	4	1	9	0	0	0	0
Os03g0121250	0	0	0	0	0	0	0	0
Os03g0121300	0	0	0	0	0	0	0	1
Os03g0121700	977	1206	924	1054	144	122	278	77
Os03g0121800	1340	1311	1080	970	229	154	252	293
Os03g0122000	1279	1342	1520	1486	464	552	726	560
Os03g0122100	0	0	0	0	2	0	0	0
Os03g0122200	3859	4396	3394	3161	1343	1245	805	921
Os03g0122300	11	20	10	8	6	0	12	0
Os03g0122600	808	1016	745	713	264	244	557	168
Os03g0123100	363	493	303	260	288	481	196	372
Os03g0122850	0	0	0	0	0	0	0	0
Os03g0123200	158	155	144	147	47	144	89	19
Os03g0123300	504	447	371	395	81	204	120	7
Os03g0123500	0	0	4	2	0	0	0	0
Os03g0123600	514	425	308	375	82	136	290	74
Os03g0123800	174	150	224	249	7	42	116	107
Os03g0124000	536	575	307	310	57	51	89	94
Os03g0124033	0	0	0	0	0	0	0	0
Os03g0124100	0	0	0	0	5	0	6	1
Os03g0124200	245	259	213	232	109	60	248	212
Os03g0124300	1270	1587	902	1134	809	751	859	764
Os03g0124500	280	150	90	296	3	0	9	20
Os03g0124900	16	44	12	15	0	0	0	7
Os03g0125000	7998	8216	6895	6328	1260	1158	1126	958
Os03g0125100	46	35	25	22	0	6	8	18
Os03g0125300	1237	1465	2015	1952	53	125	322	174
Os03g0125400	397	290	330	350	101	151	143	187
Os03g0125600	980	718	431	651	305	440	207	265
Os03g0125650	0	0	0	0	0	0	0	0
Os03g0125700	23	33	27	25	0	20	0	7
Os03g0125800	840	808	698	696	81	205	140	206
Os03g0125900	187	201	236	212	17	0	45	27
Os03g0126000	509	535	482	382	82	117	134	50
Os03g0126100	440	388	289	308	296	249	715	503
Os03g0126300	619	825	777	641	252	248	321	326
Os03g0126450	0	0	0	0	1	0	0	0
Os03g0126600	0	0	0	0	0	0	0	0
Os03g0126700	1	3	2	10	0	10	0	0
Os03g0126825	40	20	48	59	18	81	295	357
Os03g0126800	0	0	0	0	0	0	0	0
Os03g0126850	0	2	0	0	0	0	0	0
Os03g0126900	0	0	0	0	0	0	0	0
Os03g0127000	105	99	57	69	0	10	11	40
Os03g0127100	4	8	0	4	0	0	0	2
Os03g0127500	4	1	3	1	0	0	0	0
Os03g0127600	163	159	146	115	87	60	138	66
Os03g0127700	0	1	0	0	0	2	0	0
Os03g0127900	401	580	326	299	4	59	40	76
Os03g0127950	126	186	122	76	8	3	16	15
Os03g0128000	6	9	6	26	0	10	2	0
Os03g0128100	2595	3358	1595	1989	344	458	480	270
Os03g0128200	1684	2123	908	1094	212	288	371	269
Os03g0128300	1	1	1	3	0	0	0	0
Os03g0128400	243	225	167	212	59	30	119	24
Os03g0128500	28	47	58	41	11	0	0	0
Os03g0128600	0	0	0	0	0	0	0	0
Os03g0128700	670	510	1003	1335	226	309	809	488
Os03g0128800	384	486	741	579	72	131	273	180
Os03g0128932	5	16	1	5	0	0	0	2
Os03g0129000	376	501	318	300	65	33	91	1
Os03g0129100	362	336	406	420	271	275	492	687
Os03g0129200	1123	1411	1085	1093	720	778	1292	1088
Os03g0129300	28259	26813	37365	30800	13716	13473	27411	12481
Os03g0129400	1126	791	4300	2992	229	162	251	183
Os03g0129800	22	12	146	97	0	0	32	0
Os03g0129850	0	1	1	0	0	0	0	0
Os03g0129900	540	577	415	368	12	0	2	29
ENSRNA049473879	0	0	0	0	51	303	145	117
ENSRNA049473893	0	0	1	1	0	4	46	0
ENSRNA049473887	0	0	0	0	1162	1227	1807	719
ENSRNA049473876	1	0	2	3	0	0	0	2
Os03g0130100	6	21	4	13	0	13	2	0
Os03g0130200	2	3	0	1	0	0	0	0
Os03g0130300	12	35	7	43	10	0	27	0
Os03g0130350	0	0	0	0	0	0	0	0
ENSRNA049473927	0	0	0	0	0	0	0	0
Os03g0130400	447	614	393	485	165	383	253	321
Os03g0130500	1489	1438	1016	1193	500	516	558	548
Os03g0130550	0	0	0	0	0	0	0	0
Os03g0130700	154	173	114	89	11	2	14	0
Os03g0130750	70	103	61	74	0	0	47	2
Os03g0130800	1028	901	908	995	358	301	339	361
Os03g0130900	597	580	509	442	98	42	60	17
Os03g0130950	12	18	4	11	0	0	0	0
Os03g0131000	0	0	1	0	0	0	0	0
Os03g0131100	488	579	497	642	229	312	385	315
Os03g0131200	93504	120654	49900	24857	22889	24502	21804	12859
Os03g0131300	264	247	178	154	40	83	34	38
Os03g0131333	0	0	0	0	0	0	0	0
Os03g0131400	164	227	156	172	57	83	121	17
Os03g0131500	1894	2406	1465	1249	936	980	1147	823
Os03g0131800	0	0	0	0	0	0	0	0
Os03g0131825	0	0	0	0	0	0	0	0
Os03g0131900	27	34	21	10	0	0	0	0
Os03g0131950	0	2	0	0	0	0	0	0
Os03g0132000	138	95	129	129	65	89	84	65
Os03g0132200	181	158	147	182	0	0	0	0
Os03g0132250	0	0	0	0	0	0	0	0
Os03g0132300	74	70	42	56	56	0	12	0
Os03g0132550	0	0	0	0	29	0	0	15
Os03g0132800	354	340	321	408	77	118	272	82
Os03g0132900	1577	528	593	678	124	152	406	376
Os03g0133000	137	193	92	229	33	68	291	186
Os03g0133100	0	1	0	0	0	0	0	0
Os03g0133300	37	26	61	51	0	0	0	2
Os03g0133400	1398	1129	643	818	512	341	475	382
Os03g0133500	27	31	26	37	0	0	0	4
Os03g0133650	0	0	0	0	0	0	0	0
Os03g0133800	45	38	47	61	5	4	0	3
Os03g0133825	0	0	0	0	0	0	0	0
Os03g0133850	1	1	4	1	0	0	0	0
Os03g0133875	0	0	0	0	0	0	0	0
ENSRNA049473918	0	0	0	0	0	0	0	0
Os03g0133900	244	215	300	243	23	0	83	24
Os03g0134300	3750	3969	4082	2675	1016	1111	1409	845
Os03g0134500	47	30	1	2	72	2	15	0
Os03g0134550	0	0	0	0	0	0	0	0
Os03g0134600	1	0	0	0	0	0	0	0
Os03g0134800	1	0	0	3	2	0	0	0
Os03g0134900	0	1	0	1	0	0	0	0
Os03g0135100	0	0	0	0	21	0	0	0
Os03g0135150	0	0	0	0	0	0	0	0
Os03g0135200	6	13	1	5	0	0	0	38
Os03g0135300	664	764	366	423	125	162	119	71
Os03g0135400	373	396	382	421	279	291	610	656
Os03g0135550	0	4	0	1	0	0	0	0
ENSRNA049473820	0	0	0	0	0	0	0	0
Os03g0135600	1527	2045	1108	880	346	537	309	56
Os03g0135700	0	0	0	0	0	0	0	0
Os03g0135800	25	40	16	11	12	2	6	0
Os03g0136200	1115	1552	1605	1168	153	192	369	173
Os03g0136400	0	1	0	0	0	0	0	0
Os03g0136450	0	0	0	0	0	0	0	0
Os03g0136500	45	21	30	42	3	0	14	17
Os03g0136600	20	15	2	9	0	22	0	41
Os03g0136700	376	522	369	325	294	493	658	460
Os03g0136800	247	290	259	269	60	1	83	70
Os03g0136900	2141	2957	1558	1894	1614	1828	1856	1494
Os03g0137200	720	603	618	1056	278	341	483	404
Os03g0137300	3321	3328	3967	3100	1779	1885	4262	2677
Os03g0137400	516	529	457	594	171	203	410	281
Os03g0137500	300	310	337	316	108	85	227	56
Os03g0137600	1071	1907	910	737	636	424	416	318
Os03g0137700	2	4	0	0	0	0	0	0
Os03g0137750	0	0	0	0	0	0	0	0
Os03g0137800	41	74	54	48	6	5	47	14
Os03g0138000	328	319	309	258	251	295	396	414
Os03g0138100	1463	1447	1052	1138	188	328	285	431
Os03g0138200	0	0	0	0	0	0	0	1
Os03g0138400	160	169	190	172	52	43	83	75
Os03g0138500	4	10	4	2	1	0	0	1
Os03g0138600	9	27	16	4	2	0	0	1
Os03g0138700	1382	2125	1474	1043	770	833	1077	842
ENSRNA049447002	0	0	0	0	0	0	0	0
Os03g0138900	63	90	549	396	0	0	139	70
Os03g0139100	3053	3808	3719	3001	1158	1238	1060	1241
Os03g0139200	236	377	307	337	178	141	159	148
Os03g0139400	573	565	690	561	73	182	264	284
Os03g0139500	0	1	0	0	0	0	0	0
Os03g0139600	0	0	2	2	0	0	2	14
Os03g0140100	529	660	728	700	701	652	771	494
Os03g0140200	265	212	319	732	89	186	93	275
Os03g0140300	2	0	2	0	0	0	0	0
Os03g0140400	1	0	2	1	0	0	0	0
Os03g0140500	71	93	73	91	10	15	0	0
Os03g0140650	24	21	33	4	0	0	26	0
Os03g0140700	477	398	252	362	132	171	200	114
Os03g0140900	13	44	11	9	0	30	46	0
Os03g0141000	1248	1571	1585	1290	336	271	877	638
Os03g0141100	0	0	0	0	0	0	2	0
Os03g0141200	656	795	568	379	262	480	259	243
Os03g0141700	1	2	1	6	0	0	0	0
Os03g0141800	0	0	0	0	9	9	29	25
Os03g0142200	0	0	0	1	0	0	0	1
Os03g0142500	0	5	1	0	0	0	0	0
Os03g0142600	0	0	0	1	0	0	0	0
Os03g0142800	1107	1256	554	800	110	175	233	291
Os03g0142900	950	1308	1338	1399	514	482	854	592
Os03g0143000	291	373	212	274	82	51	44	98
Os03g0143100	0	0	0	0	0	0	0	0
Os03g0143150	0	0	0	0	0	0	0	0
Os03g0143300	833	913	769	880	462	685	927	538
Os03g0143400	1077	2074	1070	490	822	1132	616	286
Os03g0143532	0	0	0	0	0	0	0	0
Os03g0143600	450	501	491	441	17	203	96	0
Os03g0143700	362	300	326	443	136	104	206	52
Os03g0143800	681	715	424	638	343	324	540	433
Os03g0143900	2	0	3	6	0	0	2	0
Os03g0144000	273	243	240	173	22	17	107	59
Os03g0144100	190	221	191	182	0	0	0	0
Os03g0144300	0	2	0	0	0	0	2	0
Os03g0144500	0	0	0	0	3	0	4	0
Os03g0144700	45	33	40	27	0	0	0	0
Os03g0144800	52	92	54	56	141	39	151	58
Os03g0144951	0	0	0	0	0	0	2	0
Os03g0145102	0	0	0	0	0	0	0	0
Os03g0145050	0	0	0	0	0	0	0	0
Os03g0145150	1	2	6	0	0	0	0	0
Os03g0145200	2	7	15	4	0	0	0	0
Os03g0145300	53	63	52	50	8	82	25	3
Os03g0145500	593	699	436	440	272	455	493	444
Os03g0145600	33	30	14	38	4	0	0	5
Os03g0145700	808	930	664	685	0	29	2	37
Os03g0145751	0	0	0	0	0	0	0	0
Os03g0145775	0	0	0	0	0	1	0	0
Os03g0145800	483	518	403	522	262	233	609	388
Os03g0145900	987	908	469	544	159	59	100	96
Os03g0146000	247	233	185	245	92	61	77	38
Os03g0146100	1135	726	708	1203	202	43	59	148
Os03g0146200	0	0	0	0	0	0	0	0
Os03g0146300	630	457	341	504	0	42	12	17
Os03g0146400	991	806	584	723	632	773	834	298
Os03g0146500	227	243	549	466	58	60	78	28
Os03g0146600	70	98	52	88	56	14	33	29
ENSRNA049446186	0	0	0	0	0	3	0	0
Os03g0146900	0	0	0	0	0	0	0	0
Os03g0147001	7	10	0	3	0	4	10	19
Os03g0147150	0	6	0	6	0	1	0	0
Os03g0147400	740	1345	926	1100	68	27	117	234
Os03g0147550	0	0	0	0	0	0	0	0
Os03g0147700	233	211	173	153	70	27	62	138
Os03g0147900	16	30	23	27	0	0	27	0
Os03g0148000	0	0	2	1	0	44	0	0
Os03g0148300	2	0	1	0	0	6	0	2
Os03g0148400	27	19	18	29	0	36	30	49
Os03g0148700	433	586	339	361	307	151	370	463
Os03g0148800	161	148	119	117	89	45	94	32
Os03g0149000	0	0	0	0	0	0	0	0
Os03g0149100	0	0	0	0	0	1	0	0
Os03g0149200	25	48	19	5	21	19	60	22
Os03g0149300	508	625	466	162	554	577	901	782
Os03g0149400	495	572	373	350	165	84	15	120
Os03g0149700	21	6	11	23	0	0	0	0
Os03g0149800	5	12	14	18	0	0	0	0
Os03g0150200	41	12	0	1	0	0	0	0
Os03g0150500	0	0	0	0	0	0	0	0
Os03g0150550	0	0	0	0	0	0	0	0
Os03g0150600	1041	845	893	1773	261	504	1585	1010
Os03g0150700	36	76	34	35	28	18	58	51
Os03g0150800	0	0	0	0	0	0	0	0
Os03g0150901	0	0	0	0	0	0	0	0
Os03g0151000	0	0	2	3	0	0	0	0
Os03g0151100	640	541	481	573	157	190	130	78
Os03g0151300	536	516	575	560	115	151	324	124
Os03g0151400	534	650	628	553	269	334	606	510
Os03g0151500	0	0	2	0	0	0	0	0
Os03g0151600	111	148	72	41	1	2	0	19
Os03g0151700	649	877	819	699	321	357	602	327
Os03g0151800	885	1443	827	705	629	411	553	369
Os03g0151850	0	0	0	0	0	0	0	0
Os03g0151900	232	236	192	163	314	123	173	82
Os03g0152000	72	63	69	437	0	221	264	81
Os03g0152100	92	81	74	83	13	20	75	40
Os03g0152300	0	0	0	0	2	0	2	1
Os03g0152400	123	202	133	145	225	329	148	52
Os03g0152500	0	0	0	0	0	0	0	0
Os03g0152600	228	228	203	218	123	67	57	40
Os03g0152700	1784	2131	1921	1405	528	686	885	453
Os03g0152800	418	504	279	334	119	144	113	156
Os03g0152900	44	85	11	12	15	4	44	12
Os03g0153000	291	357	258	212	20	41	107	59
Os03g0153100	1	2	0	0	0	0	0	0
Os03g0153400	76	62	39	46	0	0	14	0
Os03g0153500	3	3	1	1	0	0	0	0
Os03g0153900	0	0	0	0	0	0	0	1
Os03g0154000	8	10	1	1	38	21	0	0
Os03g0154100	76	83	134	120	23	24	146	61
Os03g0154300	2	2	0	0	6	0	0	5
Os03g0154700	426	488	510	484	28	16	0	15
Os03g0154750	0	0	0	0	0	0	0	0
Os03g0155000	0	0	0	0	0	0	0	0
Os03g0155300	0	0	1	1	0	0	0	1
Os03g0155500	0	0	0	0	0	0	0	0
Os03g0155566	0	0	0	0	0	0	0	0
Os03g0155700	0	0	0	0	0	0	0	0
Os03g0155900	0	0	0	0	0	0	0	0
Os03g0156000	0	0	0	0	0	0	0	0
Os03g0156300	0	0	0	0	0	0	0	0
Os03g0156500	426	547	395	526	56	114	220	86
Os03g0156600	0	0	1	1	0	0	2	2
Os03g0156700	72	124	60	86	2	59	64	32
Os03g0157000	0	1	0	0	0	4	1	1
Os03g0157300	204	177	109	175	11	5	90	0
Os03g0157400	2541	2655	1704	1577	711	1080	1444	707
Os03g0157450	0	0	0	0	0	0	0	0
Os03g0157500	658	609	381	474	21	34	85	20
Os03g0157600	2	1	1	15	0	0	14	0
Os03g0157700	0	0	0	1	17	7	2	0
Os03g0157800	2146	2143	1696	1861	174	188	429	352
Os03g0157900	619	737	490	402	157	164	243	117
Os03g0158000	6	23	20	13	0	0	0	0
Os03g0158200	101	77	61	56	14	0	0	18
Os03g0158250	0	0	0	0	0	0	0	0
Os03g0158300	3986	3682	3755	3188	909	897	1115	456
Os03g0158500	2350	2369	1993	2351	993	1842	2233	1485
Os03g0158550	0	0	0	0	0	0	0	0
Os03g0158600	10	10	20	16	0	0	0	44
Os03g0158700	16	18	7	14	1	2	2	4
Os03g0158800	0	0	0	0	0	0	0	0
Os03g0158900	0	0	0	0	0	0	0	0
Os03g0159100	39	89	28	43	53	5	38	12
Os03g0159150	0	0	0	0	0	0	0	0
Os03g0159200	0	0	0	0	0	0	0	0
Os03g0159400	24	12	43	23	0	0	0	0
Os03g0159600	0	0	0	2	0	0	2	0
Os03g0159700	47	67	48	67	45	24	115	187
Os03g0159800	221	136	180	185	0	2	16	0
Os03g0159900	1238	1075	2328	5031	167	273	550	400
Os03g0160000	98	121	173	176	14	0	0	0
Os03g0160100	1369	1472	1490	1450	422	523	1380	768
Os03g0160200	3693	3313	2582	2803	358	318	169	89
Os03g0160300	0	1	0	0	0	0	0	0
Os03g0160400	183	178	206	331	130	125	226	70
Os03g0160600	0	0	0	0	2	0	0	13
Os03g0160900	458	558	401	358	185	58	185	87
Os03g0161000	716	683	520	441	52	47	118	5
Os03g0161100	54	28	23	16	2	19	25	6
Os03g0161200	17	8	22	4	0	0	0	0
Os03g0161302	0	0	0	0	0	0	0	0
Os03g0161400	1	1	1	0	0	0	0	0
Os03g0161450	0	0	0	0	0	0	0	0
Os03g0161500	235	218	210	262	59	84	122	58
Os03g0161600	0	2	5	1	0	0	0	0
Os03g0161800	2571	2772	2137	1919	1907	1575	2118	1892
Os03g0161900	3139	1174	1201	2059	172	238	147	46
Os03g0161950	5	5	10	11	0	0	0	0
Os03g0162000	225	344	102	89	0	33	0	4
Os03g0162200	2	3	7	19	0	0	2	101
Os03g0162300	0	0	0	0	0	0	0	0
Os03g0162400	0	1	1	1	0	0	0	0
Os03g0162500	1	0	0	4	0	0	0	0
Os03g0162650	0	0	0	0	0	0	0	0
Os03g0162725	0	0	0	0	0	0	0	0
Os03g0162800	0	0	0	0	0	0	0	0
Os03g0162900	529	697	607	584	197	210	438	154
Os03g0163000	84	115	69	92	0	0	0	0
Os03g0163100	207	128	73	165	0	0	0	13
Os03g0163150	0	0	0	0	0	0	0	0
Os03g0163200	543	306	192	457	0	0	0	0
Os03g0163300	1941	2530	2180	1647	1034	1091	1302	739
Os03g0163400	0	0	0	0	0	0	0	0
Os03g0163500	32	20	21	24	1	0	10	0
Os03g0163600	0	0	0	0	0	0	0	0
Os03g0163900	0	0	0	0	0	0	0	0
Os03g0164100	0	0	0	0	0	0	0	0
Os03g0164200	0	0	0	0	0	0	0	0
Os03g0164300	0	0	2	0	0	0	0	0
Os03g0164400	338	402	297	278	91	101	34	65
Os03g0164700	566	778	487	430	303	596	563	362
Os03g0164800	22	32	4	11	0	96	2	56
Os03g0164901	2	4	3	1	0	0	0	0
ENSRNA049473859	0	0	0	0	0	0	0	0
Os03g0165000	0	3	0	1	0	0	0	0
Os03g0165025	6	21	36	44	0	2	30	0
Os03g0165050	10	6	11	4	0	0	0	0
Os03g0165100	89	77	46	66	0	18	34	0
Os03g0165266	44	66	46	56	2	2	2	0
Os03g0165300	444	393	618	848	57	60	143	127
Os03g0165350	0	0	0	0	0	0	0	0
Os03g0165375	0	0	0	0	0	0	0	0
Os03g0165400	0	2	0	0	14	38	45	65
Os03g0165600	922	1016	862	890	516	541	726	920
Os03g0165800	0	0	0	0	0	0	0	0
Os03g0165900	1	1	3	2	0	0	0	1
Os03g0166000	183	273	194	180	127	123	48	21
Os03g0166100	0	0	0	0	0	0	0	0
Os03g0166200	0	1	11	2	0	0	0	0
Os03g0166600	0	0	0	0	0	0	0	0
Os03g0166800	944	972	990	964	109	123	247	197
Os03g0166900	0	0	0	0	0	0	0	0
Os03g0167000	0	0	0	5	9	0	0	2
Os03g0167200	121	131	64	63	0	9	10	0
Os03g0167302	0	0	0	0	0	0	0	0
Os03g0167400	0	7	0	4	0	0	0	1
Os03g0167450	0	0	0	0	0	0	0	0
Os03g0167500	585	727	701	710	73	126	190	149
Os03g0167550	0	0	0	0	0	0	0	0
Os03g0167600	0	1	6	9	0	0	44	18
Os03g0167650	0	0	0	0	0	0	0	0
Os03g0167700	285	288	204	201	172	363	425	162
Os03g0167750	0	0	0	0	0	0	0	0
Os03g0167775	2	0	0	0	0	0	0	0
Os03g0167800	317	330	296	255	117	115	211	170
Os03g0168000	0	4	1	5	2	24	0	0
Os03g0168100	0	0	0	0	0	0	0	1
Os03g0168200	891	1490	570	326	1053	882	1002	610
Os03g0168300	0	0	6	5	0	0	0	2
Os03g0168400	292	411	262	237	0	2	62	24
Os03g0168500	0	0	0	0	0	0	0	0
Os03g0168550	30	42	6	12	23	2	14	0
Os03g0168600	8	3	1	0	0	0	30	0
Os03g0168650	0	0	0	0	0	0	0	0
Os03g0168700	3	5	1	1	3	4	0	3
Os03g0168800	14	13	7	2	0	0	0	0
Os03g0168900	153	187	169	175	0	0	0	14
Os03g0169000	204	208	185	174	33	10	24	1
Os03g0169100	0	0	0	0	0	0	0	0
Os03g0169300	59	85	41	26	7	0	17	0
Os03g0169400	196	185	87	102	13	20	0	32
Os03g0169500	14	15	5	10	20	2	8	12
Os03g0169550	0	0	0	0	0	0	0	0
Os03g0169600	596	557	1169	974	79	22	120	60
Os03g0169700	0	0	0	0	0	0	0	0
Os03g0169800	771	696	828	880	278	267	269	220
Os03g0169900	860	766	1086	874	178	298	864	593
Os03g0170000	0	0	0	0	0	1	0	0
Os03g0170100	7	4	2	28	0	28	86	15
Os03g0170200	5	7	86	124	0	0	0	0
Os03g0170300	480	528	314	311	204	150	86	84
Os03g0170400	838	1044	993	878	63	203	137	84
Os03g0170450	0	0	0	0	0	0	0	0
Os03g0170500	962	1119	766	683	274	301	354	58
Os03g0170600	17	7	3	4	2	0	0	0
Os03g0170701	24	18	0	2	0	0	0	0
Os03g0170800	0	0	0	0	0	0	0	0
Os03g0170900	1478	1294	1158	1331	877	1615	1603	1736
Os03g0171300	0	0	0	0	0	2	4	0
Os03g0171600	602	649	409	438	391	500	593	883
Os03g0171700	0	0	0	0	0	0	0	0
Os03g0171900	2266	1601	1537	1892	760	1013	981	685
Os03g0172000	1073	1198	990	937	451	715	821	865
Os03g0172100	160	124	145	198	55	15	68	0
Os03g0172200	0	0	0	0	0	0	2	0
Os03g0172400	0	0	0	0	0	0	0	0
Os03g0172700	0	0	0	0	0	0	0	0
Os03g0172850	0	0	0	0	0	0	0	0
Os03g0173500	0	0	156	129	0	11	0	1
Os03g0173700	160	106	124	79	10	31	10	108
Os03g0173900	27	28	8	19	0	0	0	0
Os03g0174100	384	432	378	411	120	101	206	195
Os03g0174200	0	0	0	1	1	0	0	0
Os03g0174300	246	355	187	201	79	36	62	57
Os03g0174400	1	0	1	0	0	0	0	1
Os03g0174500	504	688	452	389	304	480	551	436
Os03g0174600	944	1199	845	672	355	311	467	397
Os03g0174800	101	91	88	138	8	0	25	0
Os03g0174900	580	604	513	614	85	113	194	140
Os03g0175200	29	47	70	75	6	0	0	0
Os03g0175600	879	938	884	928	549	424	474	266
Os03g0175800	28	25	43	70	0	4	0	0
Os03g0176100	0	0	0	0	0	0	0	0
Os03g0176200	0	0	0	0	0	0	0	0
